CPT_HCPCS,MOD,DESCRIPTION,PHYSICIAN_FEE_NORTH,PHYSICIAN_FEE_SOUTH,COL6,ASC_FEE_NORTH,ASC_FEE_SOUTH,PAYMENT_INDICATOR
78232.0,,SALIVARY GLAND FUNCTION EXAM,197.59,185.66,,,,
78232.0,TC,SALIVARY GLAND FUNCTION EXAM,163.44,152.57,,463.5,426.63,
78232.0,26,SALIVARY GLAND FUNCTION EXAM,34.15,33.11,,,,
78300.0,,"BONE IMAGING, LIMITED AREA",297.19,278.96,,,,
78300.0,TC,"BONE IMAGING, LIMITED AREA",249.03,232.42,,473.94,436.23,
78300.0,26.0,"BONE IMAGING, LIMITED AREA",48.16,46.54,,,,
78305.0,,"BONE IMAGING, MULTIPLE AREAS",392.22,368.16,,,,
78305.0,TC,"BONE IMAGING, MULTIPLE AREAS",328.81,306.83,,473.94,436.23,
78305.0,26,"BONE IMAGING, MULTIPLE AREAS",63.41,61.32,,,,
78306.0,,"BONE IMAGING, WHOLE BODY",427.52,401.16,,,,
78306.0,TC,"BONE IMAGING, WHOLE BODY",361.42,337.25,,473.94,436.23,
78306.0,26,"BONE IMAGING, WHOLE BODY",66.11,63.91,,,,
78315.0,,"BONE IMAGING, 3 PHASE",583.48,547.06,,,,
78315.0,TC,"BONE IMAGING, 3 PHASE",505.25,471.42,,473.94,436.23,
78315.0,26.0,"BONE IMAGING, 3 PHASE",78.23,75.64,,,,
78320.0,,BONE IMAGING (3D),410.39,385.64,,,,
78320.0,TC,BONE IMAGING (3D),331.14,309.0,,473.94,436.23,
78320.0,26.0,BONE IMAGING (3D),79.25,76.64,,,,
78445.0,,VASCULAR FLOW IMAGING,289.56,271.46,,,,
78445.0,TC,VASCULAR FLOW IMAGING,253.11,236.21,,388.05,357.18,
78445.0,26.0,VASCULAR FLOW IMAGING,36.45,35.23,,,,
78451.0,,"HEART MUSCLE IMAGE SPECT, SING",573.8,538.92,,,,
78451.0,TC,"HEART MUSCLE IMAGE SPECT, SING",471.47,439.91,,1471.83,1354.74,
78451.0,26.0,"HEART MUSCLE IMAGE SPECT, SING",102.33,98.99,,,,
78452.0,,"HEART MUSCLE IMAGE SPECT, MULT",806.02,756.16,,,,
78452.0,TC,"HEART MUSCLE IMAGE SPECT, MULT",685.12,639.23,,1471.83,1354.74,
78452.0,26,"HEART MUSCLE IMAGE SPECT, MULT",120.91,116.93,,,,
78469.0,,HEART INFARCT IMAGE (3D),434.71,407.96,,,,
78469.0,TC,HEART INFARCT IMAGE (3D),360.26,336.16,,564.39,519.48,
78469.0,26,HEART INFARCT IMAGE (3D),74.45,71.81,,,,
78472.0,,"GATED HEART, PLANAR, SING",424.29,398.43,,,,
78472.0,TC,"GATED HEART, PLANAR, SING",347.44,324.22,,564.39,519.48,
78472.0,26.0,"GATED HEART, PLANAR, SING",76.85,74.22,,,,
78481.0,,"HEART FIRST PASS, SING",352.85,331.69,,,,
78481.0,TC,"HEART FIRST PASS, SING",273.62,255.27,,564.39,519.48,
78481.0,26.0,"HEART FIRST PASS, SING",79.24,76.41,,,,
78494.0,,"HEART IMAGE, SPECT",450.67,423.55,,,,
78494.0,TC,"HEART IMAGE, SPECT",356.18,332.36,,564.39,519.48,
78494.0,26.0,"HEART IMAGE, SPECT",94.49,91.19,,,,
78580.0,,LUNG PERFUSION IMAGING,358.61,336.54,,,,
78580.0,TC,LUNG PERFUSION IMAGING,302.02,281.84,,381.24,350.91,
78580.0,26.0,LUNG PERFUSION IMAGING,56.59,54.7,,,,
78584.0,,LUNG V/Q IMAGE SINGLE BREATH,254.13,239.75,,,,
78584.0,TC,LUNG V/Q IMAGE SINGLE BREATH,177.41,165.6,,619.65,570.36,
78584.0,26,LUNG V/Q IMAGE SINGLE BREATH,76.71,74.15,,,,
78585.0,,LUNG V/Q IMAGING,596.93,559.78,,,,
78585.0,TC,LUNG V/Q IMAGING,513.39,479.02,,619.65,570.36,
78585.0,26.0,LUNG V/Q IMAGING,83.53,80.76,,,,
78588.0,,PERFUSION LUNG IMAGE,578.3,542.4,,,,
78588.0,TC,PERFUSION LUNG IMAGE,494.76,461.64,,619.65,570.36,
78588.0,26.0,PERFUSION LUNG IMAGE,83.53,80.76,,,,
78594.0,,"VENT IMAGE, MULT PROJ, GAS",367.16,344.02,,,,
78594.0,TC,"VENT IMAGE, MULT PROJ, GAS",327.06,305.21,,381.24,350.91,
78594.0,26.0,"VENT IMAGE, MULT PROJ, GAS",40.1,38.81,,,,
78596.0,,LUNG DIFFERENTIAL FUNCTION,628.84,589.95,,,,
78596.0,TC,LUNG DIFFERENTIAL FUNCTION,534.36,498.57,,619.65,570.36,
78596.0,26.0,LUNG DIFFERENTIAL FUNCTION,94.47,91.38,,,,
78607.0,,BRAIN IMAGING (3D),612.19,574.36,,,,
78607.0,TC,BRAIN IMAGING (3D),519.8,485.0,,1154.88,1062.99,
78607.0,26,BRAIN IMAGING (3D),92.38,89.36,,,,
78707.0,,KID FLOW/FUNCT IMAGE W/O DRUG,399.99,375.71,,,,
78707.0,TC,KID FLOW/FUNCT IMAGE W/O DRUG,327.06,305.21,,622.62,573.09,
78707.0,26.0,KID FLOW/FUNCT IMAGE W/O DRUG,72.93,70.51,,,,
78708.0,,KID FLOW/FUNCT IMAGE W/DRUG,300.23,283.29,,,,
78708.0,TC,KID FLOW/FUNCT IMAGE W/DRUG,207.69,193.85,,622.62,573.09,
78708.0,26.0,KID FLOW/FUNCT IMAGE W/DRUG,92.54,89.46,,,,
78709.0,,KIDNEY IMG MORPHOLOGY VASCULAR FLOW MULTIPLE,617.12,579.46,,,,
78709.0,TC,KIDNEY IMG MORPHOLOGY VASCULAR FLOW MULTIPLE,509.32,475.22,,622.62,573.09,
78709.0,26.0,KIDNEY IMG MORPHOLOGY VASCULAR FLOW MULTIPLE,107.8,104.25,,,,
78802.0,,"TUMOR IMAGING, WHOLE BODY",553.3,518.48,,,,
78802.0,TC,"TUMOR IMAGING, WHOLE BODY",487.77,455.12,,919.98,846.78,
78802.0,26.0,"TUMOR IMAGING, WHOLE BODY",65.53,63.37,,,,
78803.0,,TUMOR IMAGING (3D),593.44,556.52,,,,
78803.0,TC,TUMOR IMAGING (3D),511.06,476.84,,919.98,846.78,
78803.0,26.0,TUMOR IMAGING (3D),82.37,79.68,,,,
78805.0,,"ABSCESS IMAGING, LTD AREA",310.29,291.48,,,,
78805.0,TC,"ABSCESS IMAGING, LTD AREA",254.27,237.31,,919.98,846.78,
78805.0,26.0,"ABSCESS IMAGING, LTD AREA",56.0,54.17,,,,
78806.0,,"ABSCESS IMAGING, WHOLE BODY",573.09,536.94,,,,
78806.0,TC,"ABSCESS IMAGING, WHOLE BODY",507.58,473.59,,919.98,846.78,
78806.0,26.0,"ABSCESS IMAGING, WHOLE BODY",65.53,63.37,,,,
78815.0,,"PET IMAGE W/CT, SKULL-THIGH",1978.16,1852.07,,,,
78815.0,TC,"PET IMAGE W/CT, SKULL-THIGH",1785.85,1665.93,,2018.19,1857.66,
78815.0,26.0,"PET IMAGE W/CT, SKULL-THIGH",192.33,186.13,,,,
79101.0,,"NUCLEAR RX, IV ADMIN",261.42,248.93,,,,
79101.0,TC,"NUCLEAR RX, IV ADMIN",101.83,95.03,,203.55,187.38,
79101.0,26.0,"NUCLEAR RX, IV ADMIN",159.59,153.9,,,,
80500.0,,LAB PATHOLOGY CONSULTATION,32.57,31.39,,,,
83020.0,26.0,ASSAY HEMOGLOBIN ELECTROPHORESIS,30.24,29.22,,,,
83912.0,26.0,ASSAY GENETIC EXAM,28.49,27.58,,,,
84165.0,26.0,"ASSAY PROTEIN E-PHORESIS, SERUM",29.66,28.66,,,,
84166.0,26.0,ASSAY PROTEIN E-PHORESIS/URINE/CSF,29.66,28.66,,,,
84182.0,26.0,"ASSAY PROTEIN, WESTERN BLOT TEST",29.66,28.66,,,,
85060.0,,BLOOD SMEAR INTERPRETATION,36.04,34.83,,,,
85097.0,,BONE MARROW INTERPRETATION,139.39,132.5,,,,
85576.0,26.0,BLOOD PLATELET AGGREGATION,30.24,29.22,,,,
86255.0,26.0,"FLUORESCENT ANTIBODY, SCREEN",30.24,29.22,,,,
86256.0,26.0,"FLUORESCENT ANTIBODY, TITER",29.19,28.17,,,,
86334.0,26.0,"IMMUNOFIX E-PHORESIS, SERUM",30.24,29.22,,,,
86335.0,26.0,IMMUNOFIX E-PHORESIS/URINE/CSF,29.66,28.66,,,,
86510.0,,HISTOPLASMOSIS SKIN TEST,11.0,10.3,,,,
86580.0,,TB INTRADERMAL TEST,12.75,11.92,,,,
88104.0,,"CYTOPATH FL NONGYN, SMEARS",107.49,101.71,,,,
88104.0,TC,"CYTOPATH FL NONGYN, SMEARS",64.57,60.27,,,,
88104.0,26.0,"CYTOPATH FL NONGYN, SMEARS",42.92,41.44,,,,
88106.0,,"CYTOPATH FL NONGYN, FILTER",132.53,125.06,,,,
88106.0,TC,"CYTOPATH FL NONGYN, FILTER",90.2,84.17,,,,
88106.0,26.0,"CYTOPATH FL NONGYN, FILTER",42.33,40.88,,,,
88108.0,,"CYTOPATH, CONCENTRATE TECH",124.96,117.99,,,,
88108.0,TC,"CYTOPATH, CONCENTRATE TECH",82.62,77.11,,,,
88108.0,26.0,"CYTOPATH, CONCENTRATE TECH",42.33,40.88,,,,
88112.0,,"CYTOPATH, CELL ENHANCE TECH",166.71,158.56,,,,
88112.0,TC,"CYTOPATH, CELL ENHANCE TECH",79.13,73.85,,,,
88112.0,26.0,"CYTOPATH, CELL ENHANCE TECH",87.58,84.72,,,,
88120.0,,"CYTOPATH, URINE 3-5 PROBES EA SPEC",772.67,723.91,,,,
88120.0,TC,"CYTOPATH, URINE 3-5 PROBES EA SPEC",692.17,645.78,,,,
88120.0,26.0,"CYTOPATH, URINE 3-5 PROBES EA SPEC",80.5,78.13,,,,
88121.0,,"CYTOPATH, URINE 3-5 PROBES COMPUTER",652.59,611.34,,,,
88121.0,TC,"CYTOPATH, URINE 3-5 PROBES COMPUTER",580.48,541.53,,,,
88121.0,26.0,"CYTOPATH, URINE 3-5 PROBES COMPUTER",72.11,69.8,,,,
88141.0,,"CYTOPATH, C/V, INTERPRET",46.17,44.2,,,,
88172.0,,"CYTOPATH FNA; 1ST EVAL, EACH SITE",82.15,78.16,,,,
88172.0,TC,"CYTOPATH FNA; 1ST EVAL, EACH SITE",35.46,33.11,,,,
88172.0,26.0,"CYTOPATH FNA; 1ST EVAL, EACH SITE",46.68,45.05,,,,
88173.0,,CYTOPATH FNA; INTERPRET & REPORT,225.11,213.56,,,,
88173.0,TC,CYTOPATH FNA; INTERPRET & REPORT,118.73,110.79,,,,
88173.0,26.0,CYTOPATH FNA; INTERPRET & REPORT,106.4,102.77,,,,
88177.0,,"CYTOPATH FNA; ADDED EVAL, SAME SITE",44.48,42.59,,,,
88177.0,TC,"CYTOPATH FNA; ADDED EVAL, SAME SITE",11.0,10.3,,,,
88177.0,26.0,"CYTOPATH FNA; ADDED EVAL, SAME SITE",33.48,32.29,,,,
88184.0,,"FLOW CYTOMETRY/ TC, 1 MARKER",143.77,134.15,,,,
88185.0,,"FLOW CYTOMETRY/TC, ADDED",86.12,80.36,,,,
88187.0,,"FLOW CYTOMETRY/READ, 2-8",105.2,101.74,,,,
88300.0,,"SURGICAL PATH, GROSS",45.28,42.5,,,,
88300.0,TC,"SURGICAL PATH, GROSS",38.37,35.83,,,,
88300.0,26.0,"SURGICAL PATH, GROSS",6.91,6.68,,,,
88302.0,,TISSUE EXAM BY PATHOLOGIST,90.32,84.64,,,,
88302.0,TC,TISSUE EXAM BY PATHOLOGIST,80.29,74.93,,,,
88302.0,26,TISSUE EXAM BY PATHOLOGIST,10.03,9.71,,,,
88304.0,,TISSUE EXAM BY PATHOLOGIST,105.37,98.91,,,,
88304.0,TC,TISSUE EXAM BY PATHOLOGIST,88.45,82.54,,,,
88304.0,26,TISSUE EXAM BY PATHOLOGIST,16.93,16.36,,,,
88305.0,,TISSUE EXAM BY PATHOLOGIST,175.94,166.03,,,,
88305.0,TC,TISSUE EXAM BY PATHOLOGIST,119.31,111.33,,,,
88305.0,26,TISSUE EXAM BY PATHOLOGIST,56.63,54.7,,,,
88307.0,,TISSUE EXAM BY PATHOLOGIST,375.59,354.43,,,,
88307.0,TC,TISSUE EXAM BY PATHOLOGIST,251.49,234.63,,,,
88307.0,26.0,TISSUE EXAM BY PATHOLOGIST,124.1,119.8,,,,
88309.0,,TISSUE EXAM BY PATHOLOGIST,565.9,535.11,,,,
88309.0,TC,TISSUE EXAM BY PATHOLOGIST,349.19,325.84,,,,
88309.0,26,TISSUE EXAM BY PATHOLOGIST,216.7,209.27,,,,
88311.0,,DECALCIFY TISSUE,30.1,28.73,,,,
88311.0,TC,DECALCIFY TISSUE,11.58,10.84,,,,
88311.0,26.0,DECALCIFY TISSUE,18.52,17.91,,,,
88312.0,,SPECIAL STAINS GROUP 1,178.67,168.06,,,,
88312.0,TC,SPECIAL STAINS GROUP 1,137.94,128.71,,,,
88312.0,26.0,SPECIAL STAINS GROUP 1,40.73,39.35,,,,
88313.0,,SPECIAL STAINS GROUP 2,131.42,123.25,,,,
88313.0,TC,SPECIAL STAINS GROUP 2,113.49,105.9,,,,
88313.0,26.0,SPECIAL STAINS GROUP 2,17.93,17.35,,,,
88331.0,,"PATH CONSULT INTRAOP, 1 BLOC",147.61,140.67,,,,
88331.0,TC,"PATH CONSULT INTRAOP, 1 BLOC",54.67,51.03,,,,
88331.0,26.0,"PATH CONSULT INTRAOP, 1 BLOC",92.94,89.63,,,,
88332.0,,"PATH CONSULT INTRAOP, ADDED",64.76,61.92,,,,
88332.0,TC,"PATH CONSULT INTRAOP, ADDED",19.16,17.91,,,,
88332.0,26.0,"PATH CONSULT INTRAOP, ADDED",45.6,44.01,,,,
88334.0,,"INTRAOP CYTO PATH CONSULT, 2",95.03,90.57,,,,
88334.0,TC,"INTRAOP CYTO PATH CONSULT, 2",37.79,35.29,,,,
88334.0,26.0,"INTRAOP CYTO PATH CONSULT, 2",57.24,55.28,,,,
88342.0,,IMMUNOHISTOCHEMISTRY,171.57,162.26,,,,
88342.0,TC,IMMUNOHISTOCHEMISTRY,107.66,100.47,,,,
88342.0,26.0,IMMUNOHISTOCHEMISTRY,63.91,61.8,,,,
88346.0,,IMMUNOFLUORESCENT STUDY,168.13,159.0,,,,
88346.0,TC,IMMUNOFLUORESCENT STUDY,104.17,97.2,,,,
88346.0,26.0,IMMUNOFLUORESCENT STUDY,63.96,61.8,,,,
88360.0,,TUMOR IMMUNOHISTOCHEM/MANUAL,202.89,192.09,,,,
88360.0,TC,TUMOR IMMUNOHISTOCHEM/MANUAL,121.64,113.5,,,,
88360.0,26.0,TUMOR IMMUNOHISTOCHEM/MANUAL,81.26,78.59,,,,
88363.0,,EXAM ARCHIVAL TISSUE MOLECULAR ANAL,62.26,59.09,,,,
88367.0,,"INSITU HYBRIDIZATION, AUTO",428.95,403.53,,,,
88367.0,TC,"INSITU HYBRIDIZATION, AUTO",334.76,312.31,,,,
88367.0,26.0,"INSITU HYBRIDIZATION, AUTO",94.19,91.22,,,,
88368.0,,"INSITU HYBRIDIZATION, MANUAL",365.96,344.97,,,,
88368.0,TC,"INSITU HYBRIDIZATION, MANUAL",270.12,252.01,,,,
88368.0,26.0,"INSITU HYBRIDIZATION, MANUAL",95.84,92.95,,,,
88372.0,26.0,PROTEIN ANALYSIS W/PROBE,30.24,29.22,,,,
90461.0,,"IMM ADMIN 0-18 ANY ROUTE, EA ADDED",18.62,17.76,,,,
90471.0,,IMMUNIZATION ADMIN,38.26,36.14,,,,
90472.0,,"IMMUNIZATION ADMIN, EACH ADDED",18.62,17.76,,,,
90801.0,,PSYCH DIAG INTERVIEW,242.14,233.1,,,,
90802.0,,INTERACT PSYCH DIAG INTERVIEW,263.21,253.31,,,,
90804.0,,"PSYCH, OFF, 20-30 MIN",103.95,100.23,,,,
90805.0,,"PSYCH, OFF, 20-30 MINIMUM W/E & M",118.52,114.27,,,,
90806.0,,"PSYCH, OFF, 45-50 MIN",137.79,133.55,,,,
90807.0,,"PSYCH, OFF, 45-50 MINIMUM W/E & M",163.35,157.87,,,,
90808.0,,"PSYCH, OFF, 75-80 MIN",202.42,196.35,,,,
90809.0,,"PSYCH, OFF, 75-80, W/E & M",228.55,221.21,,,,
90810.0,,"INTERACT PSYCH, OFF, 20-30 MIN",106.69,103.09,,,,
90811.0,,"INTERACT PSYCH, 20-30, W/E & M",134.04,129.09,,,,
90812.0,,"INTERACT PSYCH, OFF, 45-50 MIN",151.59,146.73,,,,
90813.0,,"INTERACT PSYCH, 45-50 MINIMUM W/E & M",177.78,171.6,,,,
90814.0,,"INTERACT PSYCH, OFF, 75-80 MIN",218.01,211.2,,,,
90816.0,,"PSYCH, HOSP, 20-30 MIN",84.68,82.35,,,,
90817.0, ,"PSYCH, HOSP, 20-30 MINIMUM W/E & M",102.93,99.8,,,,
90818.0,,"PSYCH, HOSP, 45-50 MIN",125.31,122.0,,,,
90819.0,,"PSYCH, HOSP, 45-50 MINIMUM W/E & M",147.22,142.89,,,,
90826.0,,"INTERACT PSYCH, HOSP, 45-50 MIN",134.16,130.57,,,,
90846.0,,FAMILY PSYCH W/O PATIENT,130.28,126.25,,,,
90847.0,,FAMILY PSYCH W/PATIENT,162.9,157.63,,,,
90853.0,,GROUP PSYCHOTHERAPY,77.13,74.33,,,,
90857.0,,INTERACT GROUP PSYCH,57.98,55.73,,,,
90862.0,,MEDICATION MANAGEMENT,105.73,101.47,,,,
90880.0,,HYPNOTHERAPY,155.47,150.66,,,,
90901.0,,"BIOFEEDBACK TRAIN, ANY METHOD",114.92,109.2,,,,
90911.0,,BIOFEEDBACK PERI/URO/RECTAL,142.55,135.4,,,,
90935.0,,"HEMODIALYSIS, ONE EVAL",116.53,112.59,,,,
90945.0,,"DIALYSIS, ONE EVAL",166.37,160.72,,,,
90961.0,,"ESRD SERVICE, 2-3 VISITS P MO, 20+",129.32,124.73,,,,
90962.0,,"ESRD SERVICE, 1 VISIT P MO, 20+",275.65,265.53,,,,
91010.0,,ESOPHAGUS MOTILITY STUDY,311.34,293.84,,,,
91010.0,TC,ESOPHAGUS MOTILITY STUDY,203.16,189.54,,,,
91010.0,26.0,ESOPHAGUS MOTILITY STUDY,108.19,104.29,,,,
91013.0,,ESOPH MOTILITY STUDY W/STIM/PERFUS,38.13,36.07,,,,
91013.0,TC,ESOPH MOTILITY STUDY W/STIM/PERFUS,22.65,21.16,,,,
91013.0,26.0,ESOPH MOTILITY STUDY W/STIM/PERFUS,15.48,14.91,,,,
92002.0,,"EYE EXAM, NEW PATIENT",122.24,116.43,,,,
92004.0,,"EYE EXAM, NEW PATIENT",225.54,215.25,,,,
92012.0,,EYE EXAM ESTABLISHED PAT,129.52,123.31,,,,
92014.0,,EYE EXAM & TREAT,187.31,178.54,,,,
92020.0,,SPECIAL EYE EVAL,41.88,40.07,,,,
92025.0,,CORNEAL TOPOGRAPHY,57.23,54.31,,,,
92025.0,TC,CORNEAL TOPOGRAPHY,27.3,25.51,,,,
92025.0,26.0,CORNEAL TOPOGRAPHY,29.93,28.81,,,,
92060.0,,SPECIAL EYE EVAL,98.24,93.46,,,,
92060.0,TC,SPECIAL EYE EVAL,39.53,36.92,,,,
92060.0,26.0,SPECIAL EYE EVAL,58.7,56.54,,,,
92065.0,,ORTHOPTIC/PLEOPTIC TRAINING,123.66,116.86,,,,
92065.0,TC,ORTHOPTIC/PLEOPTIC TRAINING,81.42,76.02,,,,
92065.0,26.0,ORTHOPTIC/PLEOPTIC TRAINING,42.22,40.84,,,,
92070.0,,FIT CONTACT LENS,109.22,103.74,,,,
92081.0,,VISUAL FIELD EXAM(S) LIMITED,80.77,76.23,,,,
92081.0,TC,VISUAL FIELD EXAM(S) LIMITED,54.67,51.03,,,,
92081.0,26.0,VISUAL FIELD EXAM(S) LIMITED,26.11,25.18,,,,
92082.0,,VISUAL FIELD EXAM(S) INTERMEDIATE,112.58,106.17,,,,
92082.0,TC,VISUAL FIELD EXAM(S) INTERMEDIATE,77.96,72.76,,,,
92082.0,26.0,VISUAL FIELD EXAM(S) INTERMEDIATE,34.6,33.4,,,,
92083.0,,VISUAL FIELD EXAM(S) EXTENDED,140.42,132.35,,,,
92083.0,TC,VISUAL FIELD EXAM(S) EXTENDED,97.19,90.69,,,,
92083.0,26.0,VISUAL FIELD EXAM(S) EXTENDED,43.24,41.67,,,,
92132.0,,"SCAN COMP OPTH DX IMAGING, ANT SEG",59.44,56.45,,,,
92132.0,TC,"SCAN COMP OPTH DX IMAGING, ANT SEG",26.15,24.41,,,,
92132.0,26.0,"SCAN COMP OPTH DX IMAGING, ANT SEG",33.3,32.02,,,,
92133.0,,"SCAN COMP OPTH DX IMAGING, POST SEG",72.29,68.79,,,,
92133.0,TC,"SCAN COMP OPTH DX IMAGING, POST SEG",26.15,24.41,,,,
92133.0,26.0,"SCAN COMP OPTH DX IMAGING, POST SEG",46.14,44.38,,,,
92134.0,,"SCAN COMP OPTH DX IMAGING, RETINA",72.29,68.79,,,,
92134.0,TC,"SCAN COMP OPTH DX IMAGING, RETINA",26.15,24.41,,,,
92134.0,26.0,"SCAN COMP OPTH DX IMAGING, RETINA",46.14,44.38,,,,
92136.0,,OPHTHALMIC BIOMETRY,137.92,130.04,,,,
92136.0,TC,OPHTHALMIC BIOMETRY,91.36,85.25,,,,
92136.0,26.0,OPHTHALMIC BIOMETRY,46.55,44.78,,,,
92225.0,,"SPECIAL EYE EXAM, INITIAL",40.64,38.95,,,,
92226.0,,"SPECIAL EYE EXAM, SUBSEQUENT",36.48,34.87,,,,
92227.0,,REMOTE IMAGING RETINAL DISEASE,19.74,18.45,,,,
92228.0,,REMOTE IMAGING MONITOR RETINAL DIS,48.87,46.4,,,,
92228.0,TC,REMOTE IMAGING MONITOR RETINAL DIS,21.49,20.08,,,,
92228.0,26.0,REMOTE IMAGING MONITOR RETINAL DIS,27.38,26.32,,,,
92230.0,26.0,FLUORESCEIN ANGIOSCOPY,93.66,88.99,,,,
92235.0,,FLUORESCEIN ANGIOGRAPHY,217.3,204.82,,,,
92235.0,TC,FLUORESCEIN ANGIOGRAPHY,146.09,136.31,,,,
92235.0,26.0,FLUORESCEIN ANGIOGRAPHY,71.2,68.5,,,,
92250.0,,EYE EXAM W/PHOTOS,122.36,115.28,,,,
92250.0,TC,EYE EXAM W/PHOTOS,86.12,80.36,,,,
92250.0,26.0,EYE EXAM W/PHOTOS,36.24,34.92,,,,
92275.0,,ELECTRORETINOGRAPHY,234.95,221.8,,,,
92275.0,TC,ELECTRORETINOGRAPHY,147.25,137.4,,,,
92275.0,26.0,ELECTRORETINOGRAPHY,87.69,84.41,,,,
92285.0,,EYE PHOTOGRAPHY,47.25,44.27,,,,
92285.0,TC,EYE PHOTOGRAPHY,40.7,38.0,,,,
92285.0,26.0,EYE PHOTOGRAPHY,6.55,6.27,,,,
92286.0,,INTERNAL EYE PHOTOGRAPHY,198.16,186.53,,,,
92286.0,TC,INTERNAL EYE PHOTOGRAPHY,143.19,133.6,,,,
92286.0,26.0,INTERNAL EYE PHOTOGRAPHY,54.98,52.94,,,,
92311.0,,CONTACT LENS FITTING APHAKIA ONE EYE,156.21,148.63,,,,
92326.0,,REPLACE CONTACT LENS,61.08,57.01,,,,
92371.0,,"EXT PAT/AUTO ECG TO 30 DAYS, DOWNLOAD",359.22,335.12,,,,
92504.0,,EAR MICROSCOPY EXAM,154.22,147.79,,,,
92506.0,,SPEECH/HEARING EVAL,50.42,47.51,,,,
92507.0,,SPEECH/HEARING THERAPY,279.74,263.23,,,,
92508.0,,SPEECH/HEARING THERAPY,130.75,125.38,,,,
92511.0,,NASOPHARYNGOSCOPY,43.47,41.4,,,,
92526.0,,ORAL FUNCTION THERAPY,267.73,251.93,,,,
92540.0,,BASIC VESTIBULAR EVALUATION,155.0,148.43,,,,
92540.0,TC,BASIC VESTIBULAR EVALUATION,31.96,29.86,,,,
92540.0,26.0,BASIC VESTIBULAR EVALUATION,123.04,118.58,,,,
92541.0,,SPONTANEOUS NYSTAGMUS TEST,74.91,70.93,,,,
92541.0,TC,SPONTANEOUS NYSTAGMUS TEST,43.03,40.17,,,,
92541.0,26.0,SPONTANEOUS NYSTAGMUS TEST,31.87,30.75,,,,
92542.0,,POSITIONAL NYSTAGMUS TEST,74.85,70.7,,,,
92542.0,TC,POSITIONAL NYSTAGMUS TEST,48.27,45.06,,,,
92542.0,26.0,POSITIONAL NYSTAGMUS TEST,26.59,25.64,,,,
92543.0,,CALORIC VESTIBULAR TEST,37.56,35.36,,,,
92543.0,TC,CALORIC VESTIBULAR TEST,29.05,27.14,,,,
92543.0,26.0,CALORIC VESTIBULAR TEST,8.51,8.21,,,,
92544.0,,OPTOKINETIC NYSTAGMUS TEST,61.4,57.98,,,,
92544.0,TC,OPTOKINETIC NYSTAGMUS TEST,40.7,38.0,,,,
92544.0,26.0,OPTOKINETIC NYSTAGMUS TEST,20.71,19.98,,,,
92545.0,,OSCILLATING TRACKING TEST,57.55,54.31,,,,
92545.0,TC,OSCILLATING TRACKING TEST,38.95,36.37,,,,
92545.0,26.0,OSCILLATING TRACKING TEST,18.6,17.95,,,,
92546.0,,SINUSOIDAL ROTATIONAL TEST,159.0,149.1,,,,
92546.0,TC,SINUSOIDAL ROTATIONAL TEST,136.2,127.09,,,,
92546.0,26.0,SINUSOIDAL ROTATIONAL TEST,22.81,22.01,,,,
92547.0,,SUPPLEMENTAL ELECTRICAL TEST,8.67,8.13,,,,
92548.0,,POSTUROGRAPHY,171.41,161.18,,,,
92548.0,TC,POSTUROGRAPHY,131.54,122.74,,,,
92548.0,26.0,POSTUROGRAPHY,39.86,38.44,,,,
92550.0,,TYMPANOMETRY & REFLEX THRESH,32.84,31.52,,,,
92552.0,,"PURE TONE AUDIOMETRY, AIR",43.61,40.71,,,,
92553.0,,"AUDIOMETRY, AIR & BONE",55.25,51.59,,,,
92556.0,,"SPEECH AUDIOMETRY, COMPLETE",49.44,46.14,,,,
92557.0,,COMPREHENSIVE HEARING TEST,64.62,61.85,,,,
92563.0,,TONE DECAY HEARING TEST,42.45,39.63,,,,
92564.0,,SISI HEARING TEST,38.37,35.83,,,,
92565.0,,"STENGER TEST, PURE TONE",22.07,20.62,,,,
92567.0,,TYMPANOMETRY,24.64,23.52,,,,
92568.0,,ACOUSTIC REFLEX THRESHOLD TEST,26.3,25.28,,,,
92570.0,,ACOUSTIC IMMITTANCE TESTING,50.43,48.49,,,,
92582.0,,CONDITIONING PLAY AUDIOMETRY,87.87,82.0,,,,
92584.0,,ELECTROCOCHLEOGRAPHY,114.07,106.44,,,,
92585.0,,"AUDITOR EVOKE POTENT, COMPRE",292.37,274.71,,,,
92585.0,TC,"AUDITOR EVOKE POTENT, COMPRE",231.02,215.57,,,,
92585.0,26.0,"AUDITOR EVOKE POTENT, COMPRE",61.33,59.14,,,,
92586.0,,"AUDITOR EVOKE POTENT, LIMIT",120.48,112.42,,,,
92587.0,,EVOKED AUDITORY TEST,62.37,58.58,,,,
92587.0,TC,EVOKED AUDITORY TEST,51.17,47.78,,,,
92587.0,26.0,EVOKED AUDITORY TEST,11.2,10.8,,,,
92588.0,,EVOKED AUDITORY TEST,110.73,104.24,,,,
92588.0,TC,EVOKED AUDITORY TEST,81.46,76.03,,,,
92588.0,26.0,EVOKED AUDITORY TEST,29.27,28.22,,,,
92607.0,,"EXCISE FOR SPEECH DEVICE RX, 1HR",287.74,273.29,,,,
92611.0,,MOTION FLUOROSCOPY/SWALLOW,183.96,175.16,,,,
92612.0,,ENDOSCOPY SWALLOW TEST (FEES),275.96,260.78,,,,
92613.0,,ENDOSCOPY SWALLOW TEST (FEES),60.24,58.07,,,,
